жовтий, жёлтый, 3, 0.5000, 0.8000, 0.1333, 1.2000, 0.2000, 1.2000, 0.2000, 1.2000, 0.2000, 1.2000, 0.2000
жовтий, жёлтый, 3, 0.5000, 0.8000, 0.1333, 1.2000, 0.2000, 1.2000, 0.2000, 1.2000, 0.2000, 1.2000, 0.2000

жовтий, жесткий, 3, 0.4286, 1.2000, 0.1714, 2.0000, 0.2857, 2.2000, 0.3143, 2.4000, 0.3429, 2.6000, 0.3714
жовтий, жесткий, 3, 0.4286, 1.2000, 0.1714, 1.8000, 0.2571, 2.0000, 0.2857, 2.2000, 0.3143, 2.4000, 0.3429

жовтий, жуткий, 3, 0.5000, 0.8000, 0.1333, 1.2000, 0.2000, 1.6000, 0.2667, 2.0000, 0.3333, 2.0000, 0.3333
жовтий, жуткий, 3, 0.5000, 0.8000, 0.1333, 1.2000, 0.2000, 1.6000, 0.2667, 1.6000, 0.2667, 1.6000, 0.2667

географія, география, 1, 0.1111, 0.2000, 0.0222, 0.2000, 0.0222, 0.2000, 0.0222, 0.2000, 0.0222, 0.2000, 0.0222
географія, география, 1, 0.1111, 0.2000, 0.0222, 0.2000, 0.0222, 0.2000, 0.0222, 0.2000, 0.0222, 0.2000, 0.0222

атом, атом, 0, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
атом, атом, 0, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000

мільярд, миллиард, 4, 0.5000, 0.8000, 0.1000, 1.4000, 0.1750, 1.8000, 0.2250, 2.0000, 0.2500, 2.2000, 0.2750
мільярд, миллиард, 4, 0.5000, 0.8000, 0.1000, 1.4000, 0.1750, 1.8000, 0.2250, 2.0000, 0.2500, 2.2000, 0.2750

ядро, ядро, 0, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
ядро, ядро, 0, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000

діаметр, диаметр, 1, 0.1429, 0.2000, 0.0286, 0.2000, 0.0286, 0.2000, 0.0286, 0.2000, 0.0286, 0.2000, 0.0286
діаметр, диаметр, 1, 0.1429, 0.2000, 0.0286, 0.2000, 0.0286, 0.2000, 0.0286, 0.2000, 0.0286, 0.2000, 0.0286

метр, метр, 0, 0.0000, 0.2000, 0.0500, 0.2000, 0.0500, 0.2000, 0.0500, 0.2000, 0.0500, 0.2000, 0.0500
метр, метр, 0, 0.0000, 0.2000, 0.0500, 0.2000, 0.0500, 0.2000, 0.0500, 0.2000, 0.0500, 0.2000, 0.0500

біологія, биология, 2, 0.2500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
біологія, биология, 2, 0.2500, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000

коло, окружность, 8, 0.8000, 2.6000, 0.2600, 4.0000, 0.4000, 5.0000, 0.5000, 6.0000, 0.6000, 7.0000, 0.7000
коло, окружность, 8, 0.8000, 2.4000, 0.2400, 3.4000, 0.3400, 4.4000, 0.4400, 5.4000, 0.5400, 6.4000, 0.6400

довжина, длина, 3, 0.4286, 1.0000, 0.1429, 1.8000, 0.2571, 2.2000, 0.3143, 2.6000, 0.3714, 3.0000, 0.4286
довжина, длина, 3, 0.4286, 1.0000, 0.1429, 1.6000, 0.2286, 2.0000, 0.2857, 2.4000, 0.3429, 2.8000, 0.4000

слово, слово, 0, 0.0000, 0.2000, 0.0400, 0.2000, 0.0400, 0.2000, 0.0400, 0.2000, 0.0400, 0.2000, 0.0400
слово, слово, 0, 0.0000, 0.2000, 0.0400, 0.2000, 0.0400, 0.2000, 0.0400, 0.2000, 0.0400, 0.2000, 0.0400

робітник, работник, 2, 0.2500, 1.0000, 0.1250, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500
робітник, работник, 2, 0.2500, 1.0000, 0.1250, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500

робітник, ровесник, 3, 0.3750, 1.4000, 0.1750, 2.2000, 0.2750, 2.2000, 0.2750, 2.2000, 0.2750, 2.2000, 0.2750
робітник, ровесник, 3, 0.3750, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500, 1.2000, 0.1500

палець, палец, 1, 0.1667, 0.4000, 0.0667, 0.6000, 0.1000, 0.8000, 0.1333, 1.0000, 0.1667, 1.2000, 0.2000
палець, палец, 1, 0.1667, 0.4000, 0.0667, 0.6000, 0.1000, 0.8000, 0.1333, 1.0000, 0.1667, 1.2000, 0.2000

світити, светить, 2, 0.2857, 1.2000, 0.1714, 1.6000, 0.2286, 1.8000, 0.2571, 1.8000, 0.2571, 1.8000, 0.2571
світити, светить, 2, 0.2857, 1.2000, 0.1714, 1.6000, 0.2286, 1.8000, 0.2571, 1.8000, 0.2571, 1.8000, 0.2571

потішити, потешить, 2, 0.2500, 1.0000, 0.1250, 1.4000, 0.1750, 1.6000, 0.2000, 1.6000, 0.2000, 1.6000, 0.2000
потішити, потешить, 2, 0.2500, 1.0000, 0.1250, 1.4000, 0.1750, 1.6000, 0.2000, 1.6000, 0.2000, 1.6000, 0.2000

наділити, наделить, 2, 0.2500, 1.0000, 0.1250, 1.4000, 0.1750, 1.6000, 0.2000, 1.6000, 0.2000, 1.6000, 0.2000
наділити, наделить, 2, 0.2500, 1.0000, 0.1250, 1.4000, 0.1750, 1.6000, 0.2000, 1.6000, 0.2000, 1.6000, 0.2000

затуляти, загулять, 2, 0.2500, 0.8000, 0.1000, 1.6000, 0.2000, 1.8000, 0.2250, 1.8000, 0.2250, 1.8000, 0.2250
затуляти, загулять, 2, 0.2500, 0.8000, 0.1000, 1.4000, 0.1750, 1.6000, 0.2000, 1.6000, 0.2000, 1.6000, 0.2000

рішення, резинка, 5, 0.7143, 1.4000, 0.2000, 2.4000, 0.3429, 2.4000, 0.3429, 2.4000, 0.3429, 2.4000, 0.3429
рішення, резинка, 5, 0.7143, 1.4000, 0.2000, 2.0000, 0.2857, 2.0000, 0.2857, 2.0000, 0.2857, 2.0000, 0.2857

рішення, решение, 3, 0.4286, 1.4000, 0.2000, 1.8000, 0.2571, 2.0000, 0.2857, 2.0000, 0.2857, 2.0000, 0.2857
рішення, решение, 3, 0.4286, 1.4000, 0.2000, 1.8000, 0.2571, 2.0000, 0.2857, 2.0000, 0.2857, 2.0000, 0.2857

